Keyword,3 keywords,Common flags,changing flags
rcra,"rcra, empty, last","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'sludges_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, water_reactivity_flag, solid_flag, flash_point_flag, boiling_point_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, urgent_flag, mgp_flag, isRecertified"
rcra,"rcra, empty, containing","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'mgp_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, water_reactivity_flag, flash_point_flag, boiling_point_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, urgent_flag, isRecertified"
rcra,"rcra, empty, metal","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'sludges_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, solid_flag, flash_point_flag, boiling_point_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, urgent_flag, mgp_flag, isRecertified"
rcra,"rcra, nonrcra, debris","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'sludges_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, solid_flag, flash_point_flag, boiling_point_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, urgent_flag, mgp_flag, national_flag, isRecertified"
rcra,"rcra, nonrcra, waste","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'hybrid_flag': 0.0, 'naics_flag': 0.0, 'isRecertified': 0}","halogens_flag, no_reactivity_flag, flash_point_flag, boiling_point_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, intercompany_flag, urgent_flag, mgp_flag, national_flag"
rcra,"rcra, nonrcra, last","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'halogens_flag': 1.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'no_reactivity_flag': 1.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'boiling_point_flag': 0.0, 'benzene_waste_flag': 0.0, 'status_code_id': 5, 'process_code_id': 2106.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0, 'isRecertified': 0}","flash_point_flag, vendor_id, CustomerId, rush_flag, urgent_flag, mgp_flag"
rcra,"rcra, nonrcra, regulated","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'boiling_point_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'rush_flag': 0.0, 'hybrid_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, flash_point_flag, status_code_id, vendor_id, process_code_id, CustomerId, intercompany_flag, urgent_flag, mgp_flag, national_flag, isRecertified"
rcra,"rcra, nonrcra, hazardous","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'sludges_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'hybrid_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, solid_flag, flash_point_flag, boiling_point_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, intercompany_flag, urgent_flag, mgp_flag, national_flag, isRecertified"
rcra,"rcra, nonrcra, liquid","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, flash_point_flag, boiling_point_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, intercompany_flag, urgent_flag, mgp_flag, isRecertified"
rcra,"rcra, drums, last","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'mgp_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, water_reactivity_flag, flash_point_flag, boiling_point_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, urgent_flag, isRecertified"
rcra,"rcra, drums, containing","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'benzene_waste_flag': 0.0, 'status_code_id': 5, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'mgp_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0, 'isRecertified': 0}","halogens_flag, no_reactivity_flag, water_reactivity_flag, flash_point_flag, boiling_point_flag, vendor_id, process_code_id, CustomerId, rush_flag, urgent_flag"
rcra,"rcra, drums, metal","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0, 'isRecertified': 0}","halogens_flag, no_reactivity_flag, flash_point_flag, boiling_point_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, urgent_flag, mgp_flag"
rcra,"rcra, debris, toxic","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, flash_point_flag, boiling_point_flag, benzene_waste_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, urgent_flag, mgp_flag, isRecertified"
rcra,"rcra, debris, flammable","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, flash_point_flag, boiling_point_flag, benzene_waste_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, urgent_flag, mgp_flag, isRecertified"
rcra,"rcra, debris, contains","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'boiling_point_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, flash_point_flag, benzene_waste_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, urgent_flag, mgp_flag, isRecertified"
rcra,"rcra, debris, healthcare","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'boiling_point_flag': 0.0, 'CustomerId': 15832.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'rush_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, flash_point_flag, benzene_waste_flag, status_code_id, vendor_id, process_code_id, urgent_flag, mgp_flag, isRecertified"
rcra,"rcra, waste, last","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'halogens_flag': 1.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'no_reactivity_flag': 1.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'boiling_point_flag': 0.0, 'benzene_waste_flag': 0.0, 'status_code_id': 5, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0, 'isRecertified': 0}","flash_point_flag, vendor_id, process_code_id, CustomerId, rush_flag, urgent_flag, mgp_flag"
rcra,"rcra, waste, regulated","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'boiling_point_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'hybrid_flag': 0.0, 'urgent_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, flash_point_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, intercompany_flag, mgp_flag, national_flag, isRecertified"
rcra,"rcra, waste, hazardous","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'hybrid_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, flash_point_flag, boiling_point_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, intercompany_flag, urgent_flag, mgp_flag, national_flag, isRecertified"
rcra,"rcra, toxic, flammable","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, flash_point_flag, boiling_point_flag, benzene_waste_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, urgent_flag, mgp_flag, isRecertified"
rcra,"rcra, toxic, contains","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'boiling_point_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, flash_point_flag, benzene_waste_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, urgent_flag, mgp_flag, isRecertified"
rcra,"rcra, toxic, healthcare","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'boiling_point_flag': 0.0, 'CustomerId': 15832.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'rush_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, flash_point_flag, benzene_waste_flag, status_code_id, vendor_id, process_code_id, urgent_flag, mgp_flag, isRecertified"
rcra,"rcra, toxic, liquid","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'boiling_point_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'rush_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, flash_point_flag, benzene_waste_flag, status_code_id, vendor_id, process_code_id, CustomerId, urgent_flag, mgp_flag, national_flag, isRecertified"
rcra,"rcra, flammable, contains","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'boiling_point_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, flash_point_flag, benzene_waste_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, urgent_flag, mgp_flag, isRecertified"
rcra,"rcra, flammable, healthcare","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'boiling_point_flag': 0.0, 'CustomerId': 15832.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'rush_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, flash_point_flag, benzene_waste_flag, status_code_id, vendor_id, process_code_id, urgent_flag, mgp_flag, isRecertified"
rcra,"rcra, flammable, liquid","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'boiling_point_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'rush_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, flash_point_flag, benzene_waste_flag, status_code_id, vendor_id, process_code_id, CustomerId, urgent_flag, mgp_flag, isRecertified"
rcra,"rcra, last, hazardous","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'halogens_flag': 1.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'no_reactivity_flag': 1.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'boiling_point_flag': 0.0, 'benzene_waste_flag': 0.0, 'status_code_id': 5, 'process_code_id': 2106.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0, 'isRecertified': 0}","flash_point_flag, vendor_id, CustomerId, rush_flag, urgent_flag, mgp_flag"
